transaction_id,tiempo_sk,producto_sk,cliente_sk,canal_sk,tienda_sk,cantidad,precio_unitario,monto_venta,ticket_alto,ticket_bajo,canal_digital,es_pico_temporada,outlier_contextual,complementariedad_estimada,metodo_pago
200,120,6,3,12,21,2,1809.21,3618.42,False,False,True,True,False,alta,Efectivo
201,103,5,3,12,12,2,1370.87,2741.74,False,False,True,False,False,baja,Tarjeta
202,121,8,2,1,11,4,309.28,1237.12,False,False,False,False,False,alta,Efectivo
203,51,2,4,1,4,4,1537.0,6148.0,True,False,False,True,False,alta,Efectivo
204,122,2,4,2,12,3,1853.38,5560.14,True,False,True,False,False,alta,Efectivo
205,123,1,3,12,1,2,906.77,1813.54,False,False,True,False,False,alta,Tarjeta
206,124,1,2,1,6,4,1401.73,5606.92,True,False,False,False,False,alta,Tarjeta
208,81,1,3,5,29,1,1538.71,1538.71,False,False,True,False,False,alta,Efectivo
209,125,6,2,1,4,3,473.2,1419.6,False,False,False,False,False,alta,Tarjeta
211,126,7,4,8,8,4,401.74,1606.96,False,False,True,False,False,alta,Tarjeta
212,101,4,3,5,14,1,1101.48,1101.48,False,False,True,True,False,baja,Efectivo
213,127,7,2,3,29,4,364.05,1456.2,False,False,True,False,False,alta,Tarjeta
214,128,7,4,1,23,1,1895.4,1895.4,False,False,False,True,False,alta,Tarjeta
215,129,4,4,13,30,1,1294.6,1294.6,False,False,True,True,False,baja,Efectivo
216,83,6,4,1,30,4,1784.95,7139.8,True,False,False,True,False,alta,Efectivo
217,130,6,3,1,18,3,1035.76,3107.28,False,False,False,False,False,alta,Efectivo
218,131,1,4,13,4,4,1768.16,7072.64,True,False,True,True,False,alta,Tarjeta
219,132,4,2,10,28,2,129.35,258.7,False,False,True,False,False,baja,Efectivo
220,133,8,4,8,27,4,1692.43,6769.72,True,False,True,False,False,alta,Efectivo
221,134,5,2,16,14,1,1157.42,1157.42,False,False,True,False,False,baja,Tarjeta
222,113,4,2,12,2,1,869.31,869.31,False,False,True,False,False,baja,Efectivo
223,33,3,1,1,12,2,1805.64,3611.28,False,False,False,False,False,baja,Tarjeta
225,15,5,2,1,6,4,85.84,343.36,False,False,False,False,False,baja,Efectivo
226,79,4,4,1,17,1,477.55,477.55,False,False,False,True,False,baja,Efectivo
228,69,1,3,1,8,1,152.43,152.43,False,False,False,True,False,alta,Efectivo
229,135,1,4,2,11,4,615.85,2463.4,False,False,True,False,False,alta,Tarjeta
230,136,4,4,11,2,3,1766.08,5298.24,True,False,True,False,False,baja,Tarjeta
231,29,5,2,9,11,1,1817.06,1817.06,False,False,True,False,False,baja,Efectivo
232,137,2,1,3,27,2,1874.5,3749.0,True,False,True,True,False,alta,Tarjeta
233,138,3,3,9,26,2,1779.17,3558.34,False,False,True,False,False,baja,Tarjeta
234,70,2,3,1,2,4,1535.23,6140.92,True,False,False,True,False,alta,Efectivo
235,13,3,3,1,4,1,1082.24,1082.24,False,False,False,True,False,baja,Efectivo
237,139,3,2,1,24,3,867.2,2601.6,False,False,False,False,False,baja,Tarjeta
239,112,5,4,13,8,4,1516.43,6065.72,True,False,True,False,False,baja,Efectivo
240,55,6,4,1,13,3,595.5,1786.5,False,False,False,True,False,alta,Efectivo
242,140,5,2,2,3,4,1141.7,4566.8,True,False,True,False,False,baja,Tarjeta
246,84,5,3,2,12,2,1872.17,3744.34,True,False,True,False,False,baja,Efectivo
247,141,3,3,1,28,2,392.27,784.54,False,False,False,True,False,baja,Tarjeta
251,142,3,1,1,19,4,1999.25,7997.0,True,False,False,False,True,baja,Tarjeta
252,48,8,3,1,1,2,1516.91,3033.82,False,False,False,False,False,alta,Efectivo
253,143,7,2,2,12,1,1066.34,1066.34,False,False,True,False,False,alta,Efectivo
254,36,7,3,1,24,4,321.88,1287.52,False,False,False,False,False,alta,Tarjeta
255,144,5,2,1,3,2,305.98,611.96,False,False,False,True,False,baja,Tarjeta
257,40,6,3,2,18,1,587.57,587.57,False,False,True,False,False,alta,Efectivo
258,31,5,2,5,8,2,1185.6,2371.2,False,False,True,True,False,baja,Efectivo
260,114,8,4,1,27,3,1472.1,4416.3,True,False,False,False,False,alta,Efectivo
261,145,5,4,5,11,4,1262.61,5050.44,True,False,True,False,False,baja,Tarjeta
263,128,3,4,1,7,4,1326.92,5307.68,True,False,False,True,False,baja,Tarjeta
266,19,5,2,12,5,2,1488.0,2976.0,False,False,True,True,False,baja,Efectivo
267,146,8,1,9,28,3,998.14,2994.42,False,False,True,True,False,alta,Efectivo
268,147,1,1,13,5,3,400.19,1200.57,False,False,True,True,False,alta,Efectivo
269,148,1,2,1,27,3,23.05,69.15,False,True,False,False,False,alta,Tarjeta
270,15,4,3,1,19,4,49.35,197.4,False,False,False,False,False,baja,Tarjeta
271,149,7,3,10,28,2,514.82,1029.64,False,False,True,False,False,alta,Efectivo
272,150,2,4,14,23,2,1083.56,2167.12,False,False,True,False,False,alta,Efectivo
274,35,8,4,2,25,3,1014.86,3044.58,False,False,True,False,False,alta,Efectivo
275,151,7,3,15,24,2,639.11,1278.22,False,False,True,True,False,alta,Efectivo
277,143,1,2,8,20,4,1682.48,6729.92,True,False,True,False,False,alta,Tarjeta
278,152,2,3,13,9,3,361.38,1084.14,False,False,True,False,False,alta,Efectivo
279,129,5,2,12,11,1,1847.07,1847.07,False,False,True,True,False,baja,Efectivo
281,135,2,4,2,1,2,1528.56,3057.12,False,False,True,False,False,alta,Efectivo
282,44,1,2,1,11,2,1809.81,3619.62,False,False,False,False,False,alta,Efectivo
283,1,7,3,1,30,4,1690.9,6763.6,True,False,False,False,False,alta,Efectivo
286,153,3,4,1,9,1,1255.01,1255.01,False,False,False,False,False,baja,Tarjeta
287,154,6,2,1,3,4,894.55,3578.2,False,False,False,True,False,alta,Efectivo
288,155,3,3,9,21,4,46.68,186.72,False,False,True,False,False,baja,Tarjeta
289,156,3,2,1,9,1,1756.41,1756.41,False,False,False,False,False,baja,Tarjeta
290,138,6,3,12,22,2,1644.88,3289.76,False,False,True,False,False,alta,Efectivo
291,7,3,4,1,3,4,1140.0,4560.0,True,False,False,False,False,baja,Efectivo
292,157,3,3,1,2,3,268.23,804.69,False,False,False,False,False,baja,Efectivo
293,52,3,3,4,10,3,1045.93,3137.79,False,False,True,False,False,baja,Efectivo
296,141,8,4,6,27,3,310.73,932.19,False,False,True,True,False,alta,Tarjeta
297,158,8,4,13,12,1,985.34,985.34,False,False,True,True,False,alta,Efectivo
298,108,8,4,1,20,2,1456.68,2913.36,False,False,False,True,False,alta,Tarjeta
299,103,2,2,9,4,2,928.55,1857.1,False,False,True,False,False,alta,Tarjeta
300,159,2,4,1,20,3,1584.65,4753.95,True,False,False,False,False,alta,Tarjeta
301,153,4,4,1,30,3,641.53,1924.59,False,False,False,False,False,baja,Tarjeta
302,160,2,2,16,11,3,172.77,518.31,False,False,True,False,False,alta,Efectivo
303,161,4,4,5,30,1,1087.91,1087.91,False,False,True,False,False,baja,Tarjeta
304,16,4,2,3,22,3,1872.64,5617.92,True,False,True,False,False,baja,Tarjeta
306,162,6,3,2,30,3,908.51,2725.53,False,False,True,False,False,alta,Efectivo
307,21,4,2,9,20,1,819.27,819.27,False,False,True,True,False,baja,Efectivo
308,163,2,2,1,29,4,1539.22,6156.88,True,False,False,False,False,alta,Efectivo
312,164,1,4,1,26,4,1694.49,6777.96,True,False,False,False,False,alta,Tarjeta
313,165,1,2,1,24,3,1895.5,5686.5,True,False,False,False,False,alta,Efectivo
316,109,6,4,16,23,1,119.63,119.63,False,False,True,True,False,alta,Efectivo
317,95,1,3,1,25,4,1928.8,7715.2,True,False,False,True,False,alta,Tarjeta
318,51,2,4,1,28,3,1371.07,4113.21,True,False,False,True,False,alta,Tarjeta
319,166,3,2,1,6,4,88.2,352.8,False,False,False,True,False,baja,Tarjeta
320,36,8,4,1,2,2,658.71,1317.42,False,False,False,False,False,alta,Efectivo
321,167,3,4,3,11,1,838.12,838.12,False,False,True,False,False,baja,Efectivo
322,168,7,1,6,28,4,830.75,3323.0,False,False,True,True,False,alta,Efectivo
323,169,1,3,9,30,3,373.53,1120.59,False,False,True,False,False,alta,Tarjeta
324,170,2,2,1,20,1,1728.41,1728.41,False,False,False,False,False,alta,Efectivo
325,54,3,3,2,2,2,23.2,46.4,False,True,True,False,False,baja,Efectivo
326,101,6,4,5,22,1,11.17,11.17,False,True,True,True,False,alta,Efectivo
327,171,3,3,12,19,4,1570.27,6281.08,True,False,True,False,False,baja,Tarjeta
329,172,4,3,1,19,1,1881.31,1881.31,False,False,False,True,False,baja,Tarjeta
330,73,4,2,1,25,4,1950.78,7803.12,True,False,False,False,True,baja,Efectivo
331,163,8,1,1,3,2,325.19,650.38,False,False,False,False,False,alta,Tarjeta
332,101,2,4,15,26,4,1920.12,7680.48,True,False,True,True,False,alta,Efectivo
333,7,8,1,1,2,4,1603.26,6413.04,True,False,False,False,False,alta,Tarjeta
334,173,1,3,1,24,2,1244.19,2488.38,False,False,False,False,False,alta,Efectivo
335,174,4,3,1,16,1,29.44,29.44,False,True,False,False,False,baja,Efectivo
336,175,1,4,1,15,3,1625.73,4877.19,True,False,False,False,False,alta,Tarjeta
337,52,6,2,2,3,3,812.89,2438.67,False,False,True,False,False,alta,Tarjeta
339,34,5,3,1,29,1,1932.59,1932.59,False,False,False,True,False,baja,Efectivo
341,69,7,3,1,30,1,1393.3,1393.3,False,False,False,True,False,alta,Efectivo
342,176,2,4,1,19,3,1186.3,3558.9,False,False,False,True,False,alta,Efectivo
343,99,4,4,1,1,2,1764.86,3529.72,False,False,False,True,False,baja,Efectivo
344,177,4,3,1,19,2,1049.67,2099.34,False,False,False,True,False,baja,Tarjeta
348,178,5,2,1,15,2,1791.56,3583.12,False,False,False,False,False,baja,Tarjeta
349,117,8,4,1,2,4,1555.41,6221.64,True,False,False,False,False,alta,Efectivo
350,179,4,1,9,22,1,1008.42,1008.42,False,False,True,False,False,baja,Tarjeta
353,4,3,4,5,15,2,1535.58,3071.16,False,False,True,False,False,baja,Tarjeta
354,98,3,2,1,15,2,1707.53,3415.06,False,False,False,True,False,baja,Efectivo
355,26,4,4,1,20,3,878.69,2636.07,False,False,False,False,False,baja,Tarjeta
356,180,1,4,7,14,3,1880.35,5641.05,True,False,True,False,False,alta,Efectivo
357,181,2,4,1,26,2,1154.72,2309.44,False,False,False,False,False,alta,Efectivo
358,50,2,2,13,4,3,467.76,1403.28,False,False,True,False,False,alta,Efectivo
359,2,3,1,2,5,4,768.37,3073.48,False,False,True,False,False,baja,Tarjeta
362,182,2,4,13,15,4,1149.77,4599.08,True,False,True,False,False,alta,Tarjeta
363,151,6,4,1,11,3,406.32,1218.96,False,False,False,True,False,alta,Efectivo
364,183,4,4,8,12,4,1150.06,4600.24,True,False,True,False,False,baja,Efectivo
365,184,4,1,2,27,1,441.66,441.66,False,False,True,False,False,baja,Tarjeta
367,185,3,1,2,1,1,783.48,783.48,False,False,True,False,False,baja,Tarjeta
368,40,6,2,2,11,2,341.75,683.5,False,False,True,False,False,alta,Tarjeta
369,108,2,4,1,6,4,844.98,3379.92,False,False,False,True,False,alta,Efectivo
370,186,6,2,1,13,4,119.9,479.6,False,False,False,False,False,alta,Tarjeta
373,26,3,4,1,8,1,1441.48,1441.48,False,False,False,False,False,baja,Tarjeta
374,158,8,4,9,19,2,1427.15,2854.3,False,False,True,True,False,alta,Tarjeta
375,60,4,3,1,17,3,1384.5,4153.5,True,False,False,False,False,baja,Tarjeta
376,187,7,2,1,9,3,1810.57,5431.71,True,False,False,False,False,alta,Efectivo
377,80,5,3,10,1,4,214.74,858.96,False,False,True,False,False,baja,Efectivo
378,153,1,2,1,12,3,106.38,319.14,False,False,False,False,False,alta,Tarjeta
379,188,1,2,9,2,1,95.24,95.24,False,True,True,False,False,alta,Tarjeta
382,57,7,2,8,11,1,1130.34,1130.34,False,False,True,True,False,alta,Efectivo
383,189,7,3,3,16,1,733.41,733.41,False,False,True,False,False,alta,Tarjeta
384,116,1,3,2,30,2,940.61,1881.22,False,False,True,False,False,alta,Tarjeta
385,190,7,3,9,9,1,497.31,497.31,False,False,True,True,False,alta,Tarjeta
386,87,4,3,9,23,4,1462.98,5851.92,True,False,True,False,False,baja,Efectivo
387,191,4,4,1,17,3,1555.41,4666.23,True,False,False,False,False,baja,Tarjeta
388,192,4,4,1,3,2,506.58,1013.16,False,False,False,True,False,baja,Efectivo
390,193,8,2,13,5,1,483.26,483.26,False,False,True,False,False,alta,Efectivo
392,194,8,4,1,1,4,110.97,443.88,False,False,False,True,False,alta,Efectivo
395,163,2,2,1,4,4,1010.53,4042.12,True,False,False,False,False,alta,Efectivo
397,195,6,1,2,26,2,1635.62,3271.24,False,False,True,False,False,alta,Efectivo
398,137,4,4,1,9,4,1484.13,5936.52,True,False,False,True,False,baja,Efectivo
399,31,1,3,7,27,3,635.56,1906.68,False,False,True,True,False,alta,Tarjeta
400,109,6,1,9,10,4,1501.86,6007.44,True,False,True,True,False,alta,Efectivo
401,85,6,4,1,13,4,1327.74,5310.96,True,False,False,False,False,alta,Efectivo
402,196,5,3,2,14,3,819.39,2458.17,False,False,True,False,False,baja,Efectivo
403,154,7,2,10,23,4,1546.97,6187.88,True,False,True,True,False,alta,Efectivo
404,197,2,4,6,13,3,1306.89,3920.67,True,False,True,False,False,alta,Efectivo
405,148,3,3,1,17,3,852.59,2557.77,False,False,False,False,False,baja,Tarjeta
406,116,3,2,2,1,4,739.96,2959.84,False,False,True,False,False,baja,Tarjeta
407,44,7,3,1,23,2,1551.59,3103.18,False,False,False,False,False,alta,Efectivo
408,157,4,2,1,16,4,74.25,297.0,False,False,False,False,False,baja,Efectivo
409,198,4,4,2,27,4,308.34,1233.36,False,False,True,False,False,baja,Efectivo
410,199,1,4,1,4,4,176.89,707.56,False,False,False,False,False,alta,Efectivo
411,156,1,3,1,5,3,1855.31,5565.93,True,False,False,False,False,alta,Tarjeta
412,200,6,4,2,13,2,280.49,560.98,False,False,True,False,False,alta,Tarjeta
413,201,1,2,2,2,2,1135.53,2271.06,False,False,True,False,False,alta,Efectivo
414,183,2,2,5,17,2,1675.99,3351.98,False,False,True,False,False,alta,Efectivo
415,136,8,4,10,11,4,1200.19,4800.76,True,False,True,False,False,alta,Tarjeta
417,187,7,2,1,24,3,801.41,2404.23,False,False,False,False,False,alta,Efectivo
418,90,3,2,1,24,2,1709.05,3418.1,False,False,False,False,False,baja,Efectivo
419,57,5,2,5,8,1,1679.55,1679.55,False,False,True,True,False,baja,Efectivo
420,131,1,3,10,6,4,1684.94,6739.76,True,False,True,True,False,alta,Tarjeta
421,129,7,3,12,25,2,1079.82,2159.64,False,False,True,True,False,alta,Tarjeta
422,91,1,3,8,4,4,962.64,3850.56,True,False,True,True,False,alta,Efectivo
423,159,1,2,1,24,1,809.82,809.82,False,False,False,False,False,alta,Tarjeta
424,34,4,1,1,11,3,321.28,963.84,False,False,False,True,False,baja,Tarjeta
426,202,5,3,10,7,4,441.28,1765.12,False,False,True,False,False,baja,Tarjeta
427,203,2,3,1,16,4,386.01,1544.04,False,False,False,True,False,alta,Efectivo
430,58,4,3,1,5,2,640.19,1280.38,False,False,False,False,False,baja,Tarjeta
431,144,8,1,1,26,1,977.73,977.73,False,False,False,True,False,alta,Tarjeta
